number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
3,1,950,9400,1,0,0,4,7,950,0,1954,0,122027,52.8046,-114.326,1260,9400,1,65,248000
4,2,2430,3249,2,0,0,3,8,2430,0,2010,0,122015,52.7348,-114.345,2650,3844,1,56,427500
4,2,1960,7560,1,0,0,5,7,1160,800,1978,0,122067,52.6381,-114.368,1950,7560,1,79,250000
3,2,1530,1131,3,0,0,3,8,1530,0,2009,0,122028,52.9293,-114.536,1530,1509,3,70,360000
4,1,1500,6360,2,0,0,3,6,1500,0,1944,0,122063,52.7279,-114.43,1190,6360,2,79,235000
3,2,1760,2875,2,0,2,3,7,1290,470,1988,0,122064,52.7902,-114.568,1760,4830,1,59,437500
4,2,2170,14024,2,0,0,3,8,2170,0,1992,0,122055,52.9646,-114.16,2240,14029,3,64,442500
2,2,2870,102366,2,0,2,4,8,1770,1100,1994,0,122012,52.7147,-114.19,2960,108900,3,51,570000
3,2,1200,2845,2,0,0,3,7,1200,0,1986,0,122033,52.9451,-114.393,1220,2140,1,67,342000
3,4,2710,3290,2,0,0,3,8,1650,1060,2006,0,122012,52.7667,-114.262,2440,3290,1,73,600000
3,2,1760,6875,1,0,0,4,8,1760,0,1967,0,122021,52.97,-114.283,1670,13650,1,78,400000
2,2,1050,3419,2,0,0,3,7,1050,0,1996,0,122024,52.6148,-114.229,1050,3417,1,69,163500
4,2,2150,20181,1,0,0,3,7,1090,1060,1963,0,122058,52.9927,-114.435,2150,10480,1,70,380000
4,2,2040,9225,1,0,0,5,8,1610,430,1968,0,122005,52.866,-114.287,1730,9225,2,57,675000
3,2,1710,9707,1,0,0,4,8,1710,0,1966,0,122029,52.853,-114.295,1820,8700,3,50,522500
4,3,2530,11549,1,0,0,3,7,1700,830,1942,0,122010,52.8857,-114.387,2530,10000,1,63,525000
3,3,1770,1977,3,0,0,3,8,1770,0,2001,0,122022,52.9486,-114.504,1860,2210,2,71,401000
2,1,1080,3899,1,0,0,4,8,1080,0,1972,0,122043,52.6092,-114.511,1090,3899,3,57,195000
4,1,1530,4875,2,0,0,3,7,1530,0,1977,0,122035,52.5938,-114.281,1470,4875,3,78,164000
3,1,970,7790,1,0,0,3,6,970,0,1967,0,122040,52.5465,-114.515,1150,8160,2,69,219000
4,2,2440,4850,2,0,0,3,8,2440,0,2013,0,122005,52.9343,-114.304,2970,5450,3,65,745641
4,4,3360,9767,2,0,0,3,9,2450,910,1990,0,122018,52.5347,-114.537,2580,8757,1,50,412000
3,4,2500,4270,2,0,0,3,8,2500,0,2000,0,122008,52.766,-114.067,2420,4205,3,79,538500
3,2,1540,1270,3,0,0,3,7,1540,0,2014,0,122028,52.9235,-114.531,1230,1454,3,63,449950
4,2,2820,25995,2,0,0,3,9,2820,0,1998,0,122062,52.5715,-114.219,3330,27653,2,53,545000
4,2,1800,2970,1,0,0,4,7,1000,800,1923,0,122006,52.9133,-114.502,1690,3801,3,72,415000
3,2,1920,9680,1,0,0,4,7,1300,620,1961,0,122067,52.642,-114.385,1500,9516,3,76,260000
2,1,1100,27007,1,0,0,4,6,1100,0,1943,0,122069,52.6771,-114.663,1746,91476,1,69,303000
2,1,940,3864,1,0,0,4,8,940,0,1918,0,122028,52.8931,-114.535,1440,3956,2,55,543000
3,2,1740,4948,2,0,0,3,7,1740,0,2008,0,122045,52.9266,-114.215,1290,3383,3,67,410000
3,2,1620,7410,1,0,0,5,7,1620,0,1955,0,122038,53.0008,-114.525,1450,8121,2,50,355300
4,2,2520,7205,2,0,0,3,8,2520,0,1987,0,122040,52.573,-114.506,2350,7632,1,71,335000
4,2,3990,13470,2,0,0,3,11,3990,0,2006,0,122015,52.7605,-114.321,5790,13709,1,75,1200000
2,1,1210,3090,1,0,0,3,6,860,350,1926,0,122051,52.7832,-114.467,1210,3348,3,80,366000
3,2,2380,11824,1,0,0,4,9,1450,930,1972,0,122057,52.7671,-114.408,2750,11491,1,74,800000
3,1,1370,8162,2,0,0,3,6,1370,0,1949,0,122022,52.9563,-114.479,1560,8250,3,76,350000
2,1,1280,9134,1,0,0,4,6,640,640,1919,0,122051,52.7641,-114.469,1630,15884,3,65,340000
2,1,880,6731,1,0,0,4,7,880,0,1950,0,122009,52.7994,-114.585,1240,6731,1,76,454000
3,2,1250,7995,1,0,0,4,7,1250,0,1980,0,122035,52.5984,-114.282,1540,7650,1,78,208000
4,4,3290,8059,2,0,0,3,9,3290,0,2012,0,122011,52.7873,-114.21,3290,10758,2,59,801000
2,2,1440,8425,1,0,0,4,6,1440,0,1942,1983,122056,52.7131,-114.486,1430,12037,3,78,327200
3,1,920,7276,1,0,0,4,6,920,0,1961,0,122072,52.515,-114.401,1120,7276,2,51,125000
3,2,1750,15500,1,0,0,3,7,1490,260,1982,0,122020,52.8187,-114.255,2450,50094,2,69,472500
3,2,1830,7969,1,0,0,3,7,930,900,1950,2008,122042,52.6967,-114.404,1790,7425,2,66,312500
4,3,2270,7375,1,0,0,4,7,1290,980,1973,0,122033,52.9522,-114.358,1750,7760,1,74,498000
3,2,1000,13991,1,0,0,4,7,1000,0,1956,0,122027,52.7943,-114.328,1520,11465,1,53,390000
3,1,1060,5200,1,0,0,5,6,1060,0,1970,0,122035,52.5936,-114.283,1380,5200,1,73,174950
5,2,2220,6000,2,0,0,3,7,1420,800,1923,0,122032,52.878,-114.574,1550,1715,3,78,607500
4,2,2170,7737,2,0,0,3,8,2170,0,1987,0,122019,52.867,-114.219,1850,8869,1,50,566000
5,4,3580,5562,2,0,0,4,8,2140,1440,1937,0,122014,52.9946,-114.492,2430,21343,2,61,600000
5,2,3600,17300,1,0,0,4,8,2410,1190,1968,0,122031,52.6768,-114.531,2620,30200,2,78,403500
5,3,2710,4685,2,0,0,3,8,2710,0,2014,0,122024,52.5855,-114.252,2710,4449,1,51,430760
4,2,2240,12032,1,0,0,3,9,2240,0,1983,0,122019,52.8443,-114.207,2520,12368,3,80,592500
3,2,2010,9480,1,0,0,3,8,1570,440,1951,0,122022,52.9402,-114.471,1920,8791,2,62,429950
3,2,1270,1067,3,0,0,3,8,1270,0,2009,0,122038,52.9536,-114.543,1090,1118,2,76,325000
4,2,2120,4650,1,0,1,3,7,1190,930,1951,0,122007,52.9264,-114.59,2070,6487,2,70,582000
5,3,2830,6137,2,0,0,3,9,2830,0,2010,0,122019,52.8232,-114.248,3170,6285,1,63,820000
2,1,1240,5000,1,0,0,3,7,1000,240,1920,0,122028,52.8934,-114.541,1480,3500,1,65,645000
4,2,2460,44431,1,0,0,4,9,2460,0,1957,0,122030,52.8342,-114.337,2830,44431,1,63,900000
4,3,3800,9606,2,0,0,3,9,3800,0,2008,0,122017,52.9668,-114.398,3400,9677,3,52,730000
4,3,3150,6343,1,0,3,3,8,1810,1340,1976,0,122064,52.7724,-114.571,2250,6343,2,53,750000
5,2,3370,8113,2,0,0,3,9,3370,0,2005,0,122048,52.8112,-114.386,2470,8113,2,65,1250000
4,2,2340,5080,1,0,0,5,7,1170,1170,1924,0,122006,52.9046,-114.51,1270,3270,2,55,570000
3,2,2450,7062,2,0,0,3,8,2450,0,1993,0,122018,52.5361,-114.55,1960,7200,3,51,299000
4,3,3060,5000,2,0,0,3,8,3060,0,2001,0,122035,52.6086,-114.316,3060,5668,2,58,399000
4,3,2360,4924,2,0,0,3,8,2360,0,2008,0,122058,53.0037,-114.425,2360,4670,3,57,525000
3,2,2170,3978,1,0,0,5,7,1340,830,1919,0,122009,52.801,-114.581,1350,4680,1,63,330000
4,3,3030,21780,2,0,0,3,8,3030,0,1986,0,122031,52.6781,-114.528,3020,28027,1,80,608250
3,1,1060,9126,1,0,2,5,7,1060,0,1956,0,122068,52.431,-114.189,1300,9126,2,64,220000
6,8,9890,31374,2,0,4,3,13,8860,1030,2001,0,122071,52.8605,-114.43,4540,42730,2,75,6890000
5,3,3500,5040,2,0,2,3,9,2950,550,1927,2007,122064,52.7827,-114.569,1450,5040,3,63,970000
5,2,2060,4800,2,0,0,3,8,2060,0,1907,0,122004,52.89,-114.472,1740,4800,1,50,815241
4,3,2610,4160,3,0,0,5,8,1910,700,1910,0,122028,52.9201,-114.547,1470,4140,2,71,650000
2,2,830,1077,2,0,0,3,7,830,0,2006,0,122044,52.8358,-114.509,830,1366,1,57,350000
3,2,1780,10395,1,0,0,3,8,1780,0,1967,0,122046,52.6839,-114.34,2080,9360,1,67,300000
3,2,2710,23292,1,0,4,3,9,2080,630,1956,0,122050,52.9908,-114.564,2430,20000,3,70,999000
3,2,1850,4050,2,0,0,4,7,1850,0,1985,0,122011,52.7969,-114.207,1650,4468,1,50,445000
4,2,2700,7875,2,0,0,4,8,2700,0,1968,0,122046,52.684,-114.334,2220,7875,1,55,390000
2,1,860,7250,1,0,0,3,6,860,0,1949,0,122038,52.9506,-114.54,1270,7250,2,73,305000
2,3,2330,3600,2,0,0,5,10,1870,460,1927,1979,122047,52.8616,-114.472,2950,7200,3,60,1050000
3,1,1640,26127,2,0,0,3,6,1640,0,1975,0,122055,52.9956,-114.095,1620,25788,3,70,250000
4,2,1890,5395,2,0,0,3,7,1890,0,2006,0,122008,52.7715,-114.073,2060,5395,1,51,388500
2,2,1170,1394,2,0,0,3,8,1170,0,2001,0,122044,52.8431,-114.487,1250,3136,1,79,387000
5,3,2710,4500,2,0,0,3,8,2710,0,2014,0,122024,52.5847,-114.252,2710,4626,3,70,419354
2,2,1090,4013,2,0,0,3,7,1090,0,1900,0,122028,52.8952,-114.528,1390,4013,1,56,430000
3,2,2410,64073,1,0,0,4,8,1820,590,1976,0,122021,52.9757,-114.331,2980,48760,1,79,625000
2,1,1510,4000,1,0,0,3,6,930,580,1924,0,122007,52.9217,-114.57,1300,4000,2,69,500000
4,2,1600,9289,1,0,0,4,7,1600,0,1959,0,122072,52.5407,-114.402,1540,9918,2,66,224000
3,2,2230,11835,1,0,0,5,8,1630,600,1974,0,122027,52.793,-114.368,2190,10384,1,52,652450
3,1,1320,3954,2,0,0,3,6,1320,0,1912,2014,122068,52.432,-114.184,1270,5184,3,74,209000
3,2,1380,3031,2,0,0,4,7,1380,0,1929,0,122007,52.9189,-114.57,1440,4005,1,69,549900
3,2,1170,7645,1,0,0,4,7,1170,0,1955,0,122048,52.8377,-114.384,1870,7678,3,65,760000
4,1,1540,2452,2,0,0,4,7,1540,0,1906,0,122028,52.8822,-114.538,1290,3360,2,50,565000
4,2,1920,9660,1,0,0,4,8,1920,0,1968,0,122046,52.6844,-114.333,1890,7800,1,76,372500
2,1,680,4800,1,0,0,3,6,680,0,1917,0,122044,52.8384,-114.494,1610,4800,1,56,365000
3,2,1920,8075,1,0,0,4,7,1510,410,1969,0,122018,52.5392,-114.565,1920,7826,1,62,260000
4,3,3250,10000,2,0,0,3,9,3250,0,2014,0,122014,52.9857,-114.499,1620,10089,3,61,689000
3,2,1690,1479,3,0,0,3,8,1420,270,2005,0,122044,52.8322,-114.501,1280,1253,3,71,492000
5,5,4490,10279,2,0,0,3,10,3930,560,2013,0,122048,52.8274,-114.392,2490,10279,1,68,1800000
2,2,1810,4220,2,0,0,3,8,1810,0,2004,0,122045,52.9477,-114.224,1350,4479,3,56,489000
3,2,1990,8325,2,0,0,4,8,1310,680,1997,0,122033,52.935,-114.391,2450,10606,2,73,590000
3,2,1680,11193,2,0,0,3,8,1680,0,1984,0,122046,52.6782,-114.315,2080,8084,1,80,306000
2,2,2730,7246,2,0,0,3,9,2730,0,1998,0,122053,52.742,-114.365,3220,7214,2,77,535000
3,2,2120,18500,2,0,0,4,8,2120,0,1983,0,122067,52.6214,-114.359,2120,14479,2,62,375000
3,2,2150,7484,2,0,0,3,8,2150,0,1988,0,122019,52.8491,-114.233,2150,6879,3,67,368250
4,3,2660,4500,2,0,0,5,8,1860,800,1909,0,122028,52.9164,-114.537,1830,4000,1,61,765000
2,1,850,2340,1,0,0,3,7,850,0,1922,0,122004,52.9007,-114.518,1300,3000,1,58,553500
3,2,1960,8000,1,0,0,4,7,1290,670,1977,0,122033,52.9549,-114.368,1960,8000,1,66,402000
2,1,910,7617,1,0,0,3,6,910,0,1936,0,122022,52.9632,-114.495,1310,6624,1,52,235000
3,1,980,9903,1,0,0,4,7,980,0,1966,0,122058,53.0046,-114.429,1830,9903,2,54,335000
4,2,2550,12918,2,0,0,3,9,2550,0,1987,0,122027,52.7923,-114.299,2550,11036,3,73,703770
3,2,1460,8372,1,0,0,4,7,1460,0,1981,0,122035,52.5983,-114.277,1220,7803,2,69,225000
3,2,1920,15124,2,0,0,3,8,1920,0,1995,0,122025,52.7315,-113.963,1920,16477,3,60,429000
3,3,3060,9055,2,0,0,3,10,2460,600,1994,0,122005,52.9271,-114.291,2990,9598,3,56,715000
4,2,2440,28405,2,0,0,3,8,2440,0,2002,0,122058,52.9686,-114.428,2480,11429,3,66,576000
4,3,3520,5250,2,0,0,3,9,3520,0,2012,0,122045,52.9169,-114.209,3220,5781,3,67,795000
4,2,2200,8545,1,0,0,4,7,1100,1100,1918,1982,122038,52.9781,-114.543,1940,9315,3,67,414950
4,2,2340,13383,1,0,0,3,8,1170,1170,1983,0,122019,52.8511,-114.227,1810,12532,1,52,465000
3,2,1540,9154,1,0,0,3,8,1540,0,1983,0,122019,52.8507,-114.232,1990,10273,2,59,450000
2,2,1060,1208,2,0,0,3,8,940,120,2005,0,122013,52.8671,-114.517,1300,1169,2,60,499950
4,2,2500,7417,2,0,0,3,9,2500,0,1991,0,122019,52.8551,-114.216,2770,8188,1,66,640000
3,1,1180,5650,1,0,0,3,7,1180,0,1955,0,122063,52.7412,-114.447,1340,5650,1,52,221900
3,2,1550,7410,2,0,0,5,7,1550,0,1944,0,122063,52.7251,-114.427,1250,7467,2,74,280000
4,4,2840,40139,1,0,4,4,10,2840,0,1986,0,122024,52.631,-114.216,3180,36852,3,75,840000
5,4,3620,7821,2,0,2,3,10,2790,830,1958,2010,122057,52.8038,-114.405,2690,9757,3,70,1490000
2,1,1730,9610,1,0,0,3,7,1380,350,1962,0,122039,52.5256,-114.475,1310,9812,2,67,200000
5,2,2860,68519,2,0,0,5,8,2860,0,1958,0,122008,52.7565,-114.025,1670,35910,2,66,670000
4,1,1080,26114,2,0,0,5,5,1080,0,1900,0,122065,52.6134,-114.405,1720,20360,2,67,275000
4,2,2920,9904,2,0,0,4,9,2920,0,1990,0,122011,52.8059,-114.185,1810,5617,3,58,690000
3,2,1530,10300,1,0,0,4,7,1530,0,1978,0,122038,53.0067,-114.546,1940,9883,1,51,370000
3,1,1570,10050,1,0,0,3,7,1570,0,1963,0,122058,52.966,-114.421,2540,9940,3,77,367500
3,2,2206,82031,1,0,2,3,6,866,1340,1983,0,122019,52.8602,-114.259,2590,53024,2,63,780000
4,3,3610,8580,2,0,0,3,9,3610,0,2014,0,122010,52.9006,-114.363,2360,8580,2,79,982000
3,2,2690,11575,1,0,3,3,8,2130,560,1957,0,122058,52.9905,-114.457,2390,11782,2,52,650000
3,2,2120,18335,1,0,0,3,7,1380,740,1961,0,122070,52.681,-114.463,2050,18333,3,74,249000
2,2,1740,5400,1,0,0,4,7,990,750,1946,0,122006,52.9271,-114.472,1980,5400,2,79,452000
5,4,3340,5000,2,0,0,3,8,2580,760,2012,0,122008,52.7468,-114.061,3420,5000,2,73,592000
3,2,1490,8366,1,0,0,4,7,1010,480,1975,0,122035,52.605,-114.33,1490,7469,1,74,234000
3,2,2040,15463,1,0,0,3,8,1340,700,1968,0,122040,52.5634,-114.512,2370,12672,1,69,200126
5,4,4370,12240,2,0,0,3,11,3270,1100,1990,0,122048,52.812,-114.389,2980,12800,1,53,1500000
5,2,2460,5604,2,0,0,3,8,2460,0,2011,0,122024,52.5958,-114.227,2210,6395,3,57,358000
2,1,840,10800,1,0,0,4,6,840,0,1909,0,122007,52.9142,-114.555,1390,3860,2,50,361500
4,2,2846,85377,2,0,0,3,8,1976,870,2000,0,122039,52.547,-114.471,1696,57934,2,77,482000
4,2,2280,14810,1,0,0,5,8,1500,780,1977,0,122053,52.7692,-114.376,2690,12196,1,57,515000
4,4,4490,5805,2,0,0,3,9,3390,1100,2006,0,122008,52.7689,-114.05,4410,6299,1,67,689000
4,2,2260,5172,2,0,0,3,9,2260,0,2004,0,122005,52.9347,-114.318,2680,5172,2,57,640000
3,2,1590,7148,1,0,0,3,7,1590,0,1952,0,122031,52.7013,-114.534,1150,7280,3,68,259000
2,2,1010,1968,2,0,0,5,5,1010,0,1906,0,122026,52.9057,-114.575,1760,4200,2,73,440000
4,2,2430,11870,1,0,0,5,8,1590,840,1968,0,122014,53.0061,-114.475,2430,9600,2,78,605000
3,2,1990,1716,2,0,0,3,7,1990,0,1967,0,122043,52.6122,-114.506,1220,6250,3,71,309950
5,3,3450,9914,2,0,0,3,9,3450,0,2004,0,122018,52.5113,-114.535,2860,9721,2,50,380000
4,3,2390,7309,2,0,0,4,7,2390,0,1944,1981,122072,52.524,-114.408,930,7308,2,54,269950
2,2,1180,55321,1,0,0,3,8,1180,0,1941,2004,122035,52.5629,-114.281,1480,56192,2,57,311000
3,3,2270,5175,2,0,0,3,9,2130,140,2002,0,122053,52.746,-114.393,2850,5661,1,62,640000
3,1,1390,4820,1,0,0,4,7,910,480,1926,0,122038,52.934,-114.533,1320,4820,2,57,350000
4,4,2584,5005,2,0,0,3,8,2584,0,2014,0,122018,52.526,-114.54,2767,5201,2,76,429900
4,2,1920,7455,1,0,0,4,7,960,960,1939,1964,122022,52.9406,-114.476,1920,7455,2,60,571500
4,2,1850,6125,2,0,0,3,6,1110,740,1945,0,122064,52.7652,-114.56,990,6125,2,60,399950
4,2,4270,43386,1,0,0,3,10,2680,1590,1991,0,122045,52.9215,-114.243,3630,36180,2,77,975000
4,2,2730,4847,2,0,0,3,9,2730,0,2008,0,122064,52.779,-114.564,1250,4840,2,74,649000
4,4,3460,6738,2,0,0,3,11,3460,0,2013,0,122015,52.736,-114.335,3340,6120,2,73,971971
4,2,2840,12866,1,0,0,4,9,1780,1060,1977,0,122049,52.8688,-114.357,2840,13209,3,52,729032
5,2,3220,5751,2,0,0,3,8,3220,0,2002,0,122035,52.6017,-114.294,2740,5500,3,78,315000
3,2,1390,13464,1,0,0,4,7,1390,0,1987,0,122065,52.5881,-114.363,1720,12080,3,78,206600
4,2,3010,6181,2,0,0,3,9,3010,0,2000,0,122053,52.7512,-114.382,2960,6515,3,52,568500
3,1,1250,20040,1,0,0,3,7,1250,0,1970,0,122021,52.9814,-114.298,1640,19840,1,70,318000
1,1,720,5100,1,0,0,3,6,720,0,1907,0,122007,52.9121,-114.57,1320,5100,2,54,335000
4,3,1750,5080,2,0,0,3,8,1750,0,1903,0,122044,52.8443,-114.495,1700,4572,2,67,750000
3,2,2170,153767,1,0,0,3,7,2170,0,1976,0,122035,52.5994,-114.255,2840,49500,3,74,585000
3,2,1430,10200,1,0,0,3,7,1430,0,1960,0,122010,52.9312,-114.356,1470,10350,3,78,405000
3,4,3220,3960,2,0,4,3,10,2760,460,1991,0,122009,52.8209,-114.574,3080,4444,3,65,1260000
2,2,1420,2229,2,0,0,3,7,1420,0,2004,0,122015,52.7171,-114.355,1500,2230,3,54,278000
4,2,3230,4290,2,0,0,3,9,3230,0,2004,0,122010,52.9174,-114.351,3220,5083,1,76,765000
4,2,1930,6508,2,0,0,3,8,1930,0,1996,0,122055,52.9758,-114.167,2170,6548,1,69,360000
4,2,2890,7306,2,0,0,3,7,2890,0,2006,0,122008,52.7747,-114.073,2850,6687,1,68,515000
3,1,2020,8100,1,0,0,3,7,1170,850,1956,0,122022,52.9436,-114.478,1480,7620,3,53,450000
4,2,3200,6473,2,0,0,3,7,3200,0,2005,0,122015,52.7312,-114.34,2480,6140,1,66,515000
3,2,1280,6250,2,0,0,3,8,1080,200,2008,0,122026,52.8951,-114.558,1280,1681,1,76,495000
3,2,2060,8123,2,0,0,3,8,1010,1050,1977,0,122005,52.8942,-114.32,1760,6170,2,74,541338
3,2,1840,7200,1,0,0,4,7,1220,620,1968,0,122042,52.686,-114.399,1770,8075,3,51,301000
3,4,3950,6134,2,0,3,3,11,2880,1070,1998,0,122032,52.8713,-114.595,3050,5281,1,57,1930000
3,3,1480,983,2,0,0,3,8,1180,300,2013,0,122034,52.7855,-114.553,1330,1062,2,56,315000
3,2,1910,3481,2,0,0,3,8,1910,0,2009,0,122042,52.6593,-114.378,1714,3177,3,52,293000
4,3,3190,8737,2,0,0,3,9,3190,0,2006,0,122008,52.753,-114.067,3240,7131,3,64,587000
3,2,1810,1658,3,0,0,3,8,1810,0,1998,0,122007,52.9255,-114.566,1470,1585,1,54,449000
4,2,2070,8720,1,0,0,5,8,1360,710,1974,0,122010,52.8978,-114.372,2180,8510,1,72,645000
4,2,3110,6479,2,0,0,3,9,3110,0,2005,0,122008,52.7708,-114.051,3110,7075,3,72,585000
3,2,1590,9636,2,0,0,4,6,1590,0,1953,0,122014,52.984,-114.511,1800,9975,3,68,346000
4,2,2930,18199,2,0,0,3,9,2930,0,1998,0,122020,52.8237,-114.237,2930,33976,3,51,749000
3,1,1020,6120,1,0,0,3,7,1020,0,1941,0,122006,52.9087,-114.475,2370,6695,3,72,485000
3,2,1630,3070,2,0,0,3,7,1630,0,2004,0,122045,52.9085,-114.22,1690,3200,1,78,476000
3,2,1270,1443,3,0,0,3,8,1270,0,2007,0,122006,52.929,-114.507,1270,1413,3,59,440000
3,2,1730,6007,1,0,0,3,8,1730,0,2004,0,122065,52.5873,-114.39,2000,6245,3,63,299000
4,1,1230,7410,2,0,0,3,7,1230,0,1944,0,122031,52.7098,-114.534,1020,7648,1,51,252750
5,3,3350,4000,2,0,0,4,8,2510,840,1997,0,122004,52.8945,-114.481,1620,4000,1,50,1110000
6,2,3180,9375,1,0,0,4,8,1590,1590,1967,0,122027,52.8007,-114.319,2670,9625,2,79,680000
3,2,1450,13439,1,0,0,4,7,1180,270,1963,0,122040,52.5111,-114.489,1520,12348,2,55,265000
4,2,2450,5280,2,0,0,3,8,2450,0,2003,0,122017,53.0034,-114.414,2300,4674,3,75,525000
4,2,3140,8060,2,0,0,3,9,3140,0,1991,0,122018,52.5391,-114.533,3000,8060,2,75,389950
2,1,1230,3800,1,0,0,3,7,1230,0,1928,0,122006,52.9097,-114.482,1610,3800,3,61,435000
5,5,4930,14649,2,0,3,3,11,4160,770,2000,0,122057,52.8129,-114.437,3030,8479,1,77,1700000
6,4,3902,3880,3,0,4,4,9,2782,1120,1977,0,122009,52.8137,-114.589,1100,3870,3,77,1300000
2,2,1370,5756,1,0,0,3,8,1370,0,1986,0,122033,52.944,-114.395,1380,5444,1,60,380000
4,3,3030,18400,2,0,3,3,9,2360,670,1973,0,122033,52.9319,-114.433,3030,12486,3,71,901000
4,2,1690,4080,1,0,0,4,7,870,820,1984,0,122054,52.802,-114.479,1320,4080,2,74,385000
3,2,1420,22100,1,0,0,5,7,1420,0,1957,0,122035,52.6493,-114.339,1540,21780,2,68,269900
4,2,2570,7859,2,0,0,3,8,2570,0,1992,0,122024,52.6036,-114.235,2150,7284,2,73,397500
3,2,2200,3360,2,0,0,3,8,2200,0,2009,0,122051,52.7718,-114.477,2130,3423,3,57,433500
3,2,1790,42399,1,0,0,4,7,1790,0,1990,0,122023,52.5443,-114.324,1330,40015,3,60,280000
4,3,2370,7320,2,0,0,3,7,2370,0,1989,0,122018,52.5371,-114.55,1960,7320,1,69,310000
3,1,1290,12231,1,0,0,3,7,1290,0,1976,0,122021,52.9704,-114.3,1390,11632,2,57,323000
4,2,2070,7007,2,0,0,3,7,2070,0,1996,0,122067,52.6268,-114.361,2130,8100,1,72,320000
3,2,1700,8448,1,0,0,3,7,1700,0,1996,0,122068,52.4377,-114.201,1350,8587,3,70,245000
4,2,2450,11960,1,0,0,3,10,2450,0,1979,0,122019,52.8651,-114.25,2600,11960,2,64,712000
4,1,1120,7104,2,0,0,3,7,1120,0,1946,0,122050,52.9355,-114.562,1370,7104,2,58,554000
4,2,3202,4964,2,0,0,3,9,3202,0,2014,0,122065,52.5712,-114.369,2425,4886,1,64,460940
2,2,1150,2723,1,0,0,4,7,770,380,1923,0,122013,52.8657,-114.512,1440,4000,2,75,390000
3,2,1620,6630,1,0,0,3,8,1280,340,1954,0,122007,52.9248,-114.584,1880,5100,3,55,620000
4,2,2800,6820,2,0,0,4,7,2800,0,1997,0,122035,52.5995,-114.298,2060,6820,3,57,365000
3,1,1850,5775,2,0,0,3,6,1740,110,1928,0,122059,52.7746,-114.486,1520,3578,1,60,330000
3,2,2560,3600,2,0,0,3,9,2110,450,1967,2003,122047,52.862,-114.469,2690,4800,2,60,1400000
3,1,1260,7897,1,0,0,3,7,1260,0,1979,0,122068,52.4246,-114.193,1560,8285,2,51,215000
3,2,2210,6500,1,0,0,4,7,1030,1180,1912,0,122016,52.7734,-114.578,1750,6370,3,76,500000
3,2,2800,10501,1,0,0,3,7,1400,1400,1954,0,122022,52.9355,-114.505,2260,6534,2,74,650000
5,2,2330,10800,1,0,0,4,7,1270,1060,1961,0,122038,52.9971,-114.524,1550,8287,3,55,362500
4,2,2110,9825,2,0,0,3,8,2110,0,2000,0,122015,52.7279,-114.343,1650,9900,3,67,420000
4,3,2550,7636,1,0,0,3,8,1440,1110,1986,0,122019,52.8771,-114.25,2290,8223,1,78,582800
2,1,910,7000,1,0,0,3,7,910,0,1952,0,122006,52.9299,-114.495,1260,7528,1,68,389000
3,2,1660,6263,2,0,0,3,8,1660,0,2003,0,122035,52.5807,-114.331,2190,6192,1,64,285000
5,2,2740,3838,1,0,0,4,7,1370,1370,1959,0,122007,52.9119,-114.583,1660,4040,3,54,510000
3,2,1260,22100,2,0,0,4,7,1260,0,1981,0,122018,52.5072,-114.544,1430,13000,3,75,277500
2,2,2210,9374,1,0,3,4,8,1560,650,1951,0,122026,52.8934,-114.549,2140,5640,2,57,767500
3,2,1510,10827,2,0,0,3,7,1510,0,1984,0,122005,52.884,-114.317,1900,10908,1,69,390000
3,2,1640,12000,1,0,0,3,7,1180,460,1967,0,122029,52.8552,-114.294,1620,12000,2,64,575950
2,1,1100,7323,1,0,0,3,7,780,320,1982,0,122018,52.5174,-114.56,1410,7227,2,78,179950
2,1,650,5400,1,0,0,3,6,650,0,1950,0,122044,52.8485,-114.485,1310,4906,1,50,295000
4,1,1800,12485,1,0,0,5,7,950,850,1955,0,122027,52.8029,-114.337,1290,9840,2,75,425000
4,4,3540,4750,2,0,0,3,10,3540,0,2003,0,122042,52.703,-114.383,3310,5655,3,75,550000
3,2,2360,11254,1,0,2,3,9,2360,0,1990,0,122040,52.5656,-114.523,2390,11254,3,59,515000
4,2,2010,9211,1,0,0,3,7,1470,540,1977,0,122033,52.9506,-114.361,1840,8500,3,62,487585
3,2,1650,9957,1,0,0,4,7,1100,550,1961,0,122022,52.9603,-114.488,1650,7957,2,68,369500
4,2,3060,48787,2,0,0,3,8,3060,0,1992,0,122062,52.5697,-114.108,2090,48787,1,65,415000
3,2,1360,9980,1,0,0,4,7,1360,0,1966,0,122067,52.6443,-114.396,1360,9750,2,62,244900
2,2,2060,10880,1,0,0,3,6,1190,870,1924,0,122034,52.745,-114.552,1430,8781,1,63,348140
4,2,1960,4500,2,0,2,3,7,1960,0,1922,0,122007,52.9097,-114.549,1960,4500,1,66,660000
3,2,2100,15480,1,0,0,3,7,2100,0,1983,0,122039,52.5224,-114.461,1330,15657,3,69,299000
2,1,900,2910,1,0,0,5,7,900,0,1924,0,122006,52.9159,-114.512,1320,2910,1,67,381500
3,3,1500,1442,2,0,0,3,8,1150,350,2007,0,122034,52.7892,-114.552,1500,1533,3,79,346000
